,RLG,BLG,PD,BL,VD,HD,LD,ID,ASD,MD,KD,CD,RD,HDB,FD,IUF,EP,DD,Population,Financial_Independence,Financial_often,PD_rate,BL_rate,VD_rate,HD_rate,LD_rate,ID_rate,ASD_rate,MD_rate,KD_rate,CD_rate,RD_rate,HDB_rate,FD_rate,IUF_rate,EP_rate,DD_rate,DD_ASD_rate
26,부산광역시,서구,2820,662,696,889,54,486,51,486,314,15,34,24,5,35,19,537,110051,12.2,33.9,0.025624483194155438,0.006015392863308829,0.006324340533025597,0.008078072893476661,0.0004906815930795722,0.00441613433771615,0.0004634215045751515,0.00441613433771615,0.002853222596796031,0.00013630044252210339,0.0003089476697167677,0.00021808070803536542,4.543348084070113e-05,0.0003180343658849079,0.0001726472271946643,0.004879555842291302,0.09497206703910614
27,부산광역시,동구,2797,631,622,889,47,377,38,290,307,11,46,34,7,39,20,415,91061,15.8,36.4,0.03071567410856459,0.006929420937613248,0.0068305860906425365,0.009762686550773657,0.0005161375341803846,0.004140081923106489,0.0004173026872096726,0.003184678402389607,0.0033713664466676185,0.00012079814629753682,0.0005051558845169721,0.0003733760885560229,7.687154764388707e-05,0.00042828433687308506,0.00021963299326824875,0.004557384610316162,0.09156626506024096
28,부산광역시,영도구,4110,995,924,1252,60,557,60,468,435,36,52,34,16,54,39,617,115144,9.1,30.8,0.035694434794691865,0.00864135343569791,0.008024734245813937,0.010873341207531438,0.0005210866393385674,0.004837420968526367,0.0005210866393385674,0.004064475786840826,0.0037778781352046133,0.0003126519836031404,0.0004516084207600917,0.0002952824289585215,0.0001389564371569513,0.00046897797540471065,0.0003387063155700688,0.005358507607864934,0.09724473257698542
29,부산광역시,부산진구,8369,2052,1846,2781,174,1186,180,793,780,35,99,68,27,130,47,1366,362701,19.8,30.2,0.02307410235979498,0.005657552639777668,0.005089591702256128,0.007667472656540787,0.000479733995770621,0.0032699110286434283,0.0004962765473489183,0.0021863739002649565,0.0021505317051786457,9.649821754006745e-05,0.00027295210104190507,0.00018748225122070246,7.444148210233773e-05,0.00035842195086310764,0.000129583320696662,0.003766187575992346,0.13177159590043924
30,부산광역시,동래구,5047,1404,1248,1635,97,766,162,472,582,31,66,56,18,77,34,928,271966,20.1,34.2,0.0185574667421663,0.005162410007133245,0.004588808895229551,0.006011780884375253,0.0003566622298375532,0.0028165285366553174,0.000595662693130759,0.001735511056529125,0.0021399733790253193,0.0001139848363398366,0.00024267739349771662,0.00020590809145260805,6.618474368119544e-05,0.0002831236257473361,0.00012501562695336918,0.003412191229786076,0.17456896551724138
31,부산광역시,남구,5820,1531,1262,1906,120,892,185,537,592,53,66,64,13,69,42,1077,273144,19.7,32.1,0.021307442228275197,0.005605102070702633,0.004620273555340773,0.006978004276132736,0.0004393287057376329,0.0032656767126497377,0.0006772984213455174,0.001965995958175907,0.0021673549483056556,0.0001940368450341212,0.0002416307881556981,0.00023430864306007087,4.75939431215769e-05,0.0002526140057991389,0.00015376504700817151,0.0039429751339952555,0.17177344475394615
32,부산광역시,북구,7131,1803,1638,2133,132,1154,165,826,652,39,103,68,13,95,64,1319,286291,12.5,28.4,0.024908222752374334,0.006297787915093384,0.005721451250650562,0.007450461243979028,0.0004610693315542577,0.004030863701618283,0.0005763366644428222,0.0028851762716955824,0.0022774030619195154,0.00013622502977739433,0.0003597737965915799,0.00023752056474007216,4.540834325913144e-05,0.0003318302007398067,0.00022354876681418556,0.004607200366061106,0.12509476876421532
33,부산광역시,해운대구,7775,2138,1798,2425,181,1134,273,794,773,52,121,115,21,117,63,1407,406818,30.0,34.6,0.019111740385135367,0.00525542134320507,0.004419666779739343,0.005960896518836433,0.00044491639996263686,0.0027874872793239238,0.0006710617524298335,0.001951732715858197,0.0019001125810559022,0.00012782128617711114,0.0002974303005275086,0.0002826816905839958,5.1620134802294887e-05,0.0002875978938985001,0.00015486040440688465,0.003458549031753757,0.19402985074626866
34,부산광역시,사하구,8179,1842,1828,2309,128,1229,180,1013,791,47,85,72,28,106,56,1409,316226,18.1,31.6,0.02586441342584101,0.005824947980241979,0.005780675845755884,0.007301739894885304,0.00040477380101572926,0.003886460948815088,0.0005692131576783692,0.003203405159601045,0.0025013755984643893,0.0001486278800604631,0.0002687951022370077,0.0002276852630713477,8.854426897219078e-05,0.0003352033039661508,0.00017708853794438155,0.004455674106493457,0.127750177430802
35,부산광역시,금정구,4818,1375,1280,1822,106,882,135,585,468,34,69,72,11,75,38,1017,236485,16.5,29.6,0.02037338520413557,0.005814322261454214,0.005412605450662833,0.007704505571177876,0.00044823138888301585,0.003729623443347358,0.0005708607311245956,0.002473729834873248,0.001978983867898598,0.0001437723322832315,0.00029177326257479334,0.00030445905659978436,4.651457809163372e-05,0.00031714485062477537,0.00016068672431655283,0.004300484174471954,0.13274336283185842
36,부산광역시,강서구,2395,519,508,635,51,460,112,124,173,13,21,37,8,26,7,572,142719,45.0,51.2,0.01678122744694119,0.003636516511466588,0.003559441980395042,0.004449302475493803,0.00035734555314989597,0.003223116753901022,0.0007847588618193793,0.0008688401684428843,0.0012121721704888627,9.108808217546368e-05,0.00014714228659113362,0.00025925069542247355,5.6054204415669954e-05,0.00018217616435092736,4.9047428863711206e-05,0.004007875615720402,0.1958041958041958
37,부산광역시,연제구,4227,1136,1061,1376,92,716,120,409,433,13,61,46,10,67,22,836,210128,16.9,32.8,0.02011631005863093,0.0054062285844818396,0.005049303281809183,0.006548389553034341,0.00043782837127845885,0.0034074468895149623,0.0005710804842762507,0.0019464326505748877,0.0020606487474301377,6.186705246326048e-05,0.00029029924617376073,0.00021891418563922942,4.759004035635422e-05,0.0003188532703875733,0.00010469808878397929,0.003978527373791213,0.14354066985645933
38,부산광역시,수영구,3548,955,867,1156,72,489,140,362,418,22,48,44,12,56,14,629,178589,18.4,34.8,0.01986684510244192,0.005347473808577236,0.00485472229532614,0.006472963060434853,0.00040316032902362406,0.0027381305679521134,0.0007839228619903802,0.0020270005431465544,0.0023405696879427065,0.00012318787831277402,0.00026877355268241604,0.00024637575662554803,6.719338817060401e-05,0.00031356914479615204,7.839228619903801e-05,0.0035220534299424937,0.22257551669316375
39,부산광역시,사상구,6358,1423,1303,1600,121,1015,122,710,494,33,69,50,29,75,54,1137,217135,19.9,32.2,0.02928132267943906,0.00655352660787068,0.00600087503166233,0.007368687682777995,0.0005572570060100859,0.00467451124876229,0.0005618624358118222,0.0032698551592327354,0.002275082322057706,0.00015197918345729615,0.000317774656319801,0.00023027149008681235,0.00013355746425035116,0.0003454072351302185,0.0002486932092937573,0.005236373684574113,0.10729991204925242
40,부산광역시,기장군,3948,959,811,1029,83,655,131,270,326,23,43,43,9,53,22,786,176635,30.6,50.5,0.02235117615421632,0.005429275058736943,0.004591389022560647,0.005825572508279786,0.00046989554731508476,0.003708211849293741,0.0007416423698587483,0.0015285758768081071,0.0018456138364423811,0.00013021201913550543,0.00024343986186203188,0.00024343986186203188,5.09525292269369e-05,0.0003000537832252951,0.0001245506269991791,0.004449854219152489,0.16666666666666666
41,대구광역시,중구,1636,469,406,813,33,254,35,165,165,8,12,19,2,18,6,289,77262,25.2,45.3,0.021174704253061012,0.006070254458854288,0.005254847143485801,0.010522637260231421,0.0004271181175739691,0.0032875152079935802,0.0004530040640936036,0.0021355905878698454,0.0021355905878698454,0.00010354378607853796,0.00015531567911780694,0.00024591649193652764,2.588594651963449e-05,0.00023297351867671042,7.765783955890347e-05,0.003740519272087184,0.12110726643598616
42,대구광역시,동구,8183,1967,1937,3870,198,1877,185,955,737,34,72,104,18,92,49,2062,343685,17.9,30.9,0.023809593086692758,0.005723264035381236,0.0056359748025081105,0.011260311040633138,0.0005761089369626256,0.00546139633676186,0.0005382836027176047,0.002778707246461149,0.0021444054875831065,9.892779725620845e-05,0.00020949415889550023,0.00030260267396016704,5.237353972387506e-05,0.00026768698081091697,0.000142572413692771,0.0059996799394794655,0.08971871968962172
43,대구광역시,서구,4867,1155,1156,2288,99,942,64,498,408,21,26,48,12,59,41,1006,172879,13.7,33.6,0.028152638550662603,0.006680973397578653,0.006686757790130669,0.01323469015901295,0.0005726548626495988,0.005448897783999213,0.0003702011233290336,0.002880627490904043,0.0023600321612225893,0.00012147224359233915,0.0001503942063524199,0.0002776508424967752,6.94127106241938e-05,0.0003412791605689528,0.00023716009463266215,0.005819098907328247,0.0636182902584493
44,대구광역시,남구,3544,998,964,2101,87,719,72,475,340,18,34,35,7,56,23,791,148247,11.0,31.3,0.023906048689012256,0.006732008067616883,0.006502661099381438,0.014172293537137346,0.000586858418720109,0.004850013828273085,0.0004856759327338833,0.00320411205623048,0.002293469682354449,0.00012141898318347083,0.0002293469682354449,0.00023609246730119327,4.7218493460238655e-05,0.00037774794768190924,0.00015514647851221273,0.005335689761006968,0.09102402022756005
45,대구광역시,북구,9504,2231,1958,3876,197,1705,267,945,816,41,66,126,25,101,55,1972,444923,18.0,31.2,0.021360999543741276,0.005014350797778492,0.004400761480076328,0.008711619763419737,0.0004427732439096203,0.0038321237607406226,0.0006001038381922265,0.0021239630228151837,0.0018340252133515237,9.215077665124077e-05,0.00014834027460931443,0.00028319506970869116,5.618949795807365e-05,0.0002270055717506175,0.00012361689550776202,0.004432227598932849,0.13539553752535496
46,대구광역시,수성구,7116,1965,1720,3535,141,1435,237,856,854,44,75,112,14,100,52,1672,425987,25.5,35.8,0.01670473512102482,0.004612816823048591,0.0040376819010908786,0.008298375302532706,0.0003309960163103569,0.0033686474000380294,0.000556355006138685,0.0020094509926359256,0.0020047560136811685,0.00010328953700465038,0.00017606171080338133,0.00026291882146638277,3.2864852683297846e-05,0.00023474894773784177,0.00012206945282367772,0.003925002406176714,0.1417464114832536
47,대구광역시,달서구,11563,2815,2771,5261,243,2270,281,1409,1159,56,97,174,32,135,86,2551,568481,22.4,32.2,0.020340169680253165,0.0049517925840969175,0.004874393339443183,0.009254486957347739,0.00042745491933767355,0.0039930973946358805,0.0004942997215386266,0.0024785349026616543,0.0020387664671290685,9.850812955929926e-05,0.00017063015298664336,0.00030607883113067984,5.6290359748171e-05,0.00023747495518759641,0.00015128034182320958,0.004487397116174507,0.11015288122304978
48,대구광역시,달성군,5267,1149,1049,2263,109,1090,107,720,420,20,38,60,24,58,27,1197,264680,27.9,50.7,0.019899501284570048,0.004341091128910382,0.003963276409248905,0.008549947105939247,0.00041181804443101106,0.00411818044431011,0.00040426175003778145,0.002720265981562642,0.0015868218225782076,7.55629439322956e-05,0.00014356959347136165,0.0002266888317968868,9.067553271875472e-05,0.00021913253740365725,0.00010200997430859907,0.004522442194347892,0.08939014202172096
49,인천광역시,중구,2912,486,576,600,51,299,24,141,173,5,19,22,2,41,12,323,119434,43.2,52.1,0.024381666862032587,0.004069193027111208,0.004822747291391061,0.005023695095199022,0.0004270140830919169,0.002503474722440846,0.00020094780380796088,0.0011805683473717701,0.0014484987524490513,4.186412579332518e-05,0.0001590836780146357,0.0001842021534906308,1.6745650317330073e-05,0.00034328583150526653,0.00010047390190398044,0.002704422526248807,0.07430340557275542
50,인천광역시,동구,2471,388,429,505,37,296,32,164,124,7,16,9,5,26,10,328,71915,13.7,45.6,0.034360008343182924,0.005395258291038031,0.005965375790864215,0.007022178961273726,0.0005144962803309462,0.00411597024264757,0.00044496975596189944,0.0022804699993047347,0.0017242578043523604,9.733713411666551e-05,0.00022248487798094972,0.00012514774386428423,6.952652436904678e-05,0.0003615379267190433,0.00013905304873809357,0.004560939998609469,0.0975609756097561
51,인천광역시,연수구,6421,1171,1098,1144,89,951,137,391,439,21,65,55,6,58,39,1088,336256,35.2,43.2,0.01909557004187286,0.0034824657403882756,0.0032653692424819184,0.003402169775409212,0.0002646792919680244,0.0028282023220403503,0.0004074276741530263,0.0011628045298819948,0.0013055529120669966,6.245241720593833e-05,0.0001933051008755234,0.00016356585458698135,1.7843547773125238e-05,0.00017248762847354396,0.00011598306052531404,0.0032356299961933763,0.12591911764705882
52,인천광역시,남동구,12732,2375,2477,2293,207,1552,233,749,872,37,121,113,23,163,67,1785,543038,27.3,37.2,0.02344587303282643,0.004373542919648349,0.004561375078723773,0.004222540595685753,0.0003811887934177719,0.002857995204755468,0.0004290675790644485,0.001379277324975416,0.0016057808109193096,6.813519495873217e-05,0.0002228205024326106,0.00020808856838747933,4.235431037975243e-05,0.00030016315616954983,0.00012337994762797448,0.003287062783819917,0.13053221288515407
53,인천광역시,부평구,13465,2591,2827,2970,278,1944,237,982,959,54,117,128,28,126,84,2181,560649,20.2,36.5,0.024016809090892877,0.004621429807241251,0.00504237053842957,0.005297432083175035,0.0004958539121625116,0.003467410090805477,0.00042272437835437146,0.0017515415170632606,0.00171051763224406,9.631694696681881e-05,0.00020868671842810742,0.00022830683725468163,4.99421206494616e-05,0.00022473954292257723,0.00014982636194838482,0.0038901344691598485,0.10866574965612105
54,인천광역시,계양구,7365,1352,1440,1423,110,1039,170,424,498,23,66,61,13,76,50,1209,333344,19.9,41.6,0.022094292982624556,0.004055870212153211,0.004319861764423539,0.004268863396371316,0.0003299894403379092,0.003116900259191706,0.0005099836805222233,0.0012719592973024863,0.001493952193529807,6.899779207065374e-05,0.00019799366420274552,0.000182994144187386,3.899875203993472e-05,0.00022799270423346453,0.00014999520015359508,0.003626883939713929,0.14061207609594706
55,인천광역시,서구,11255,1940,2069,2010,163,1423,188,818,737,42,95,88,33,103,41,1611,522360,36.6,42.0,0.02154644306608469,0.0037139137759399647,0.00396086989815453,0.0038479209740408912,0.000312045332720729,0.002724174898537407,0.00035990504632820277,0.0015659698292365418,0.001410904357148327,8.040431886055594e-05,0.00018186691170840033,0.0001684661918983077,6.317482196186538e-05,0.00019718202006279193,7.848993031625699e-05,0.00308407994486561,0.11669770328988206
56,인천광역시,강화군,2545,520,500,648,44,470,46,248,129,6,27,23,4,36,12,516,68785,11.7,53.7,0.03699934578759904,0.007559787744421022,0.007269026677327906,0.009420658573816966,0.0006396743476048557,0.006832885076688232,0.0006687504543141673,0.0036054372319546412,0.0018754088827505997,8.722832012793487e-05,0.00039252744057570693,0.00033437522715708365,5.815221341862324e-05,0.0005233699207676092,0.00017445664025586975,0.007501635531002399,0.08914728682170543
57,인천광역시,옹진군,747,102,130,167,18,220,14,31,17,2,9,2,0,7,1,234,21522,9.0,53.9,0.034708670197937,0.004739336492890996,0.0060403308242728375,0.0077595019050274135,0.0008363534987454698,0.010222098318000186,0.0006504971656909209,0.0014403865811727535,0.0007898894154818325,9.292816652727442e-05,0.0004181767493727349,9.292816652727442e-05,0.0,0.00032524858284546047,4.646408326363721e-05,0.010872595483691107,0.05982905982905983
58,광주광역시,동구,2268,628,632,887,52,477,49,317,205,16,18,26,6,31,17,526,104510,13.8,39.8,0.021701272605492296,0.006008994354607214,0.006047268203999617,0.008487226102765286,0.0004975600421012344,0.004564156540044015,0.00046885465505693236,0.003033202564347909,0.0019615347813606355,0.00015309539756961057,0.00017223232226581188,0.0002487800210506172,5.741077408860396e-05,0.0002966223327911205,0.0001626638599177112,0.005033011195100947,0.09315589353612168
